School Name,Student Size,Endowment,In-State Tuition,Median Salary (1 Year After Graduation),Completion Rate,Overall Admission Rate,Carnegie Classification (Undergraduate),Carnegie Size Setting,Average SAT Score,School Locale,Student-Faculty Ratio,Percent Male Enrollment,Percent Female Enrollment,Asian Enrollment,Black Enrollment,White Enrollment,Hispanic Enrollment,Native American Enrollment,Native Hawaiian Enrollment,Diversity Index,Gender Shannon Index
Saint Louis University,7332,1343808415,50644,54826,0.7236,0.8471,14,17,1340,11,9,0.3929,0.6071,0.1364,0.0827,0.5998,0.0814,0.0018,0.0004,0.60816635,0.966645543
University of Health Sciences and Pharmacy in St. Louis,264,137232750,31280,122568,0.8149,0.9158,14,8,1161,11,7,0.375,0.625,0.1174,0.0985,0.6136,0.0227,0.0114,0.0076,0.59930702,0.954434003
Southwest Baptist University,1475,36764343,27038,43499,0.5586,0.9955,11,11,1081,32,11,0.3715,0.6285,0.0108,0.0515,0.7471,0.0373,0.0068,0.002,0.43763117,0.951816874
Stephens College,404,53919550,25586,29823,0.5563,0.6415,13,8,1124,12,8,0.0248,0.9752,0.0099,0.1015,0.6584,0.0173,0.005,0.0272,0.55504505,0.167602664
Southeast Missouri State University,7010,97456608,9015,38184,0.488,0.8631,11,13,1055,13,20,0.404,0.596,0.0084,0.0893,0.7635,0.0347,0.0019,0.0003,0.40781491,0.973242407
Missouri State University-Springfield,13332,,8604,38092,0.5811,0.9256,13,15,1147,12,19,0.3965,0.6035,0.0195,0.0347,0.7944,0.049,0.0032,0.0013,0.36493137,0.968866371
Washington University in St Louis,7801,12242758000,60590,57622,0.9322,0.1176,14,17,1525,21,7,0.4629,0.5371,0.2013,0.0867,0.4376,0.119,0.001,0.001,0.74630466,0.996024868
Webster University,2174,143951186,29840,56006,0.5915,0.551,9,13,1153,21,12,0.4241,0.5759,0.035,0.1449,0.6265,0.0621,0.0014,0.0009,0.58141756,0.983313382
Westminster College,607,51591885,33144,35551,0.5692,0.7528,12,8,1049,32,9,0.5486,0.4514,0.0099,0.0725,0.7858,0.0445,0.0066,0.0016,0.37513773,0.993174052
William Jewell College,824,64442101,19610,55771,0.6738,0.4099,13,8,1146,21,10,0.5133,0.4867,0.0218,0.0801,0.6371,0.1068,0.0085,0.0024,0.57572809,0.999489543
Carroll College,1108,65990770,39028,41924,0.6417,0.7808,12,11,1108,33,12,0.4016,0.5984,0.0135,0.0063,0.7996,0.0551,0.0036,0.0027,0.35736164,0.971878843
University of Providence,593,19039727,27606,78414,0.57,0.9548,7,7,1010,13,7,0.3659,0.6341,0.0371,0.0607,0.7319,0.054,0.032,0.0202,0.45491345,0.947471904
Montana Technological University,1424,48758498,7580,63761,0.5937,0.8947,12,10,1131,33,13,0.6166,0.3834,0.014,0.0119,0.8195,0.04,0.014,0,0.32628614,0.960407983
Montana State University,14343,252592976,7727,44828,0.567,0.7333,12,16,1158,33,18,0.5345,0.4655,0.0113,0.004,0.8437,0.0566,0.0128,0.0008,0.28465858,0.996562934
Rocky Mountain College,834,37071580,32252,36498,0.5255,0.7517,10,8,1054,12,13,0.5192,0.4808,0.0012,0.0372,0.7038,0.0959,0.0324,0.006,0.49299771,0.998936068
Concordia University-Nebraska,1138,63865774,37720,43591,0.6253,0.9084,12,11,1116,32,12,0.4851,0.5149,0.0088,0.029,0.7592,0.0501,0.0035,0,0.42017466,0.99935932
Creighton University,4261,690797000,45590,61547,0.7596,0.7569,12,14,1344,11,11,0.4161,0.5839,0.0814,0.0239,0.7022,0.096,0.0026,0.0016,0.49049267,0.979592728
Hastings College,918,101507490,34580,38843,0.6198,0.7133,10,8,1250,32,12,0.4815,0.5185,0.0065,0.061,0.6732,0.0991,0.0065,0.0011,0.53317424,0.99901225
University of Nebraska at Kearney,4159,68152926,7984,43093,0.5574,0.8599,11,14,1119,32,13,0.3631,0.6369,0.0072,0.0243,0.7408,0.1455,0.0014,0.0017,0.42939793,0.945226372
Midland University,1204,24810728,38300,42785,0.4786,0.649,10,11,1087,32,14,0.505,0.495,0.0249,0.0748,0.5748,0.1553,0,0,0.63927182,0.999927864
University of Nebraska at Omaha,11866,105767803,8136,44873,0.5084,0.8586,11,15,1120,11,15,0.4447,0.5553,0.0499,0.0759,0.614,0.1692,0.0031,0.0012,0.58611349,0.99115814
Nebraska Wesleyan University,1530,72527000,39868,43118,0.6302,0.8148,12,11,1201,11,11,0.4608,0.5392,0.0261,0.0314,0.781,0.0928,0.0033,0.0007,0.37974861,0.995561641
University of Nebraska-Lincoln,19097,1196483117,9872,45149,0.6717,0.7864,12,16,1192,11,16,0.5013,0.4987,0.0379,0.0289,0.7598,0.0888,0.0019,0.0007,0.4125428,0.999995124
College of Saint Mary,502,25358520,22450,55378,0.6998,0.6458,15,7,1050,11,8,0,1,0.0199,0.0777,0.5876,0.2331,0,0.002,0.59395333,0
Union College,475,29755906,27170,50075,0.5347,0.9883,11,8,1082,11,8,0.4253,0.5747,0.0463,0.0821,0.4905,0.2589,0.0021,0.0084,0.68342147,0.983838827
York University,442,21348924,20900,35975,0.495,0.5729,11,8,1021,33,11,0.5045,0.4955,0.0023,0.1267,0.5271,0.2217,0.0068,0,0.65691028,0.99994157
University of Nevada-Las Vegas,24329,363494000,8947,41201,0.5299,0.8531,9,15,1092,12,18,0.4369,0.5631,0.1596,0.0915,0.2419,0.3434,0.0026,0.0085,0.78963741,0.988480811
Dartmouth College,4412,8065742786,62658,68361,0.9554,0.0638,14,14,1539,33,7,0.5088,0.4912,0.136,0.0603,0.4751,0.0972,0.0113,0,0.74257237,0.999776544
Franklin Pierce University,1115,21224074,43155,40239,0.5125,0.9272,10,11,1095,41,12,0.4538,0.5462,0.0143,0.0646,0.7345,0.0879,0.0036,0.0018,0.44838949,0.993832514
University of New Hampshire-Main Campus,11396,442271919,19024,48645,0.7726,0.8699,12,17,1217,23,16,0.4358,0.5642,0.0278,0.0082,0.8529,0.0398,0.0006,0.0001,0.2701371,0.988074566
University of New Hampshire at Manchester,507,1995728,15804,48645,0.5948,0.8528,11,6,1090,12,7,0.5108,0.4892,0.0611,0.0316,0.6844,0.0966,0.002,0.002,0.51752531,0.999663422
Saint Anselm College,1955,192714136,45340,50718,0.8027,0.823,14,11,1218,22,11,0.399,0.601,0.0113,0.0148,0.8685,0.045,0.001,0.0005,0.24333477,0.970362626
Bloomfield College,1149,14833362,30680,36628,0.3731,0.7818,11,10,862,21,13,0.4091,0.5909,0.0244,0.4839,0.0827,0.3177,0.0078,0,0.65741201,0.976025471
Caldwell University,1595,10143000,38050,36820,0.6379,0.6637,10,10,1136,21,13,0.3868,0.6132,0.0395,0.168,0.2702,0.306,0.0006,0,0.80357135,0.962703396
Drew University,1419,130757000,44174,30745,0.6955,0.7266,13,11,1245,21,12,0.4179,0.5821,0.0388,0.1008,0.5765,0.0296,0.0021,0,0.6551011,0.980462937
Fairleigh Dickinson University-Metropolitan Campus,2415,46180000,34404,45202,0.5376,0.8409,6,13,1059,21,13,0.4758,0.5242,0.0493,0.111,0.2253,0.376,0.0025,0.0004,0.79310601,0.99830954
Felician University,1696,6832279,36410,64704,0.6679,0.8915,11,10,1037,21,13,0.2771,0.7229,0.0578,0.1993,0.2429,0.4051,0.0024,0.0018,0.73382325,0.851469202
Fairleigh Dickinson University-Florham Campus,2012,46180000,34404,45202,0.6361,0.8912,10,14,1178,21,9,0.4558,0.5442,0.0427,0.1029,0.5229,0.2505,0.002,0.001,0.65140864,0.994355622
Georgian Court University,1166,48190179,35516,48079,0.6455,0.7579,11,10,1115,13,10,0.2453,0.7547,0.0197,0.0849,0.5111,0.1501,0.0034,0.0026,0.70863236,0.803743457
Rowan University,14914,353756210,14952,42275,0.7389,0.7694,13,16,1197,21,16,0.5158,0.4842,0.0586,0.1077,0.6397,0.1324,0.0011,0.0009,0.55821888,0.999279571
Kean University,10524,66447526,12972,39976,0.6044,0.826,11,15,1016,21,16,0.3891,0.6109,0.052,0.2053,0.2655,0.3575,0.0009,0.0014,0.75684864,0.96421629
Monmouth University,3799,129424000,43216,44022,0.7537,0.9092,12,13,1203,21,12,0.3688,0.6312,0.0226,0.0492,0.6904,0.1695,0.0005,0,0.49168594,0.949746243
Montclair State University,16902,53810000,13762,37430,0.7008,0.9131,11,16,1080,21,17,0.3995,0.6005,0.0679,0.132,0.3702,0.3596,0.0014,0.0012,0.71160199,0.970657362
New Jersey Institute of Technology,8365,148437000,18512,67467,0.8115,0.6599,15,12,1325,11,15,0.7364,0.2636,0.2249,0.0971,0.3205,0.257,0.0012,0.0004,0.77122073,0.832130376
Princeton University,5527,35126217000,57410,72064,0.9861,0.057,14,14,1546,13,5,0.4997,0.5003,0.235,0.0798,0.3756,0.1002,0.0013,0.0011,0.78728866,0.99999974
Ramapo College of New Jersey,4611,,15363,45619,0.7164,0.7047,13,14,1214,21,16,0.4244,0.5756,0.1056,0.0618,0.5545,0.2386,0.0041,0,0.62061238,0.98344554
Rider University,3105,72801000,37200,45376,0.6702,0.8413,12,14,1214,21,10,0.43,0.57,0.0535,0.1414,0.5275,0.1807,0.0032,0.0023,0.66621952,0.985815037
Rutgers University-Camden,4077,73199000,16112,52303,0.7276,0.7652,11,12,1168,13,13,0.3792,0.6208,0.1241,0.1935,0.387,0.2178,0.0017,0.0017,0.74994532,0.957475047
Rutgers University-New Brunswick,36090,1486301000,16263,52303,0.8425,0.6629,15,16,1374,13,15,0.5001,0.4999,0.3257,0.0683,0.3236,0.1511,0.0008,0.0009,0.761705,0.999999971
Seton Hall University,5874,317919000,48960,54409,0.695,0.7507,14,13,1317,21,14,0.4469,0.5531,0.1101,0.1047,0.4733,0.2329,0.0015,0.0007,0.69865786,0.991848963
Stevens Institute of Technology,4054,269274000,58624,83442,0.8669,0.4622,14,13,1455,21,11,0.6788,0.3212,0.1887,0.0227,0.5072,0.1527,0,0,0.68330789,0.905681643
Stockton University,8105,40438008,15188,37285,0.7583,0.8554,13,13,1150,22,16,0.3916,0.6084,0.0738,0.1031,0.5847,0.1868,0.0011,0.0006,0.60715405,0.965824326
The College of New Jersey,6840,58018000,17978,53609,0.8635,0.6443,14,14,1283,21,13,0.4275,0.5725,0.1075,0.0554,0.5952,0.1785,0.0007,0.0004,0.59924865,0.984780071
William Paterson University of New Jersey,6591,30234732,14624,39514,0.629,0.9153,11,13,1150,21,15,0.396,0.604,0.0775,0.1913,0.3323,0.3388,0.0005,0.0012,0.73218764,0.968562601
Eastern New Mexico University-Main Campus,2899,37894944,6863,42143,0.4651,0.2755,7,13,961,33,16,0.3822,0.6178,0.0131,0.0535,0.3663,0.4505,0.0186,0.0038,0.6594798,0.959581006
University of New Mexico-Main Campus,15642,620362978,8076,42863,0.5545,0.9607,7,15,1090,11,17,0.4174,0.5826,0.0421,0.0307,0.2854,0.5065,0.0621,0.0015,0.65543103,0.980223141
New Mexico State University-Main Campus,11065,44885427,7627,38119,0.5424,0.7805,10,16,1031,22,16,0.4217,0.5783,0.0099,0.0258,0.2371,0.6412,0.0248,0.0018,0.53126422,0.982236968
Adelphi University,5004,212345742,43800,65016,0.7355,0.7278,13,12,1233,21,12,0.3219,0.6781,0.1301,0.0879,0.4394,0.2038,0.0048,0.001,0.74071674,0.906435682
Albany College of Pharmacy and Health Sciences,584,63658295,38225,62685,0.7067,0.6629,15,11,1320,13,8,0.3562,0.6438,0.2021,0.089,0.4435,0.1027,0.0051,0,0.74396904,0.939483625
Alfred University,1305,162029568,37644,35756,0.6182,0.5061,10,11,1211,33,10,0.4843,0.5157,0.0161,0.1157,0.6421,0.1034,0.0023,0.0031,0.56335543,0.999288663
Barnard College,3126,447544000,62525,48946,0.9192,0.0879,14,11,1495,11,10,0,1,0.1993,0.0576,0.3685,0.1452,0.0006,0,0.8000861,0
Canisius College,1750,155680773,31800,37798,0.7194,0.7773,12,10,1200,11,11,0.5017,0.4983,0.0337,0.1086,0.6823,0.0623,0.0023,0,0.51765048,0.999991661
Clarkson University,2587,216602679,56258,72875,0.7825,0.7842,14,14,1282,33,14,0.6896,0.3104,0.0302,0.0325,0.8002,0.0649,0.0031,0,0.35349005,0.89363465
Colgate University,3124,1197104721,64290,46979,0.9097,0.1243,14,14,1480,32,9,0.4453,0.5547,0.0573,0.0467,0.6428,0.0931,0.001,0.0016,0.57267281,0.991349349
Columbia University in the City of New York,8902,13279846000,66139,75228,0.9232,0.0395,15,17,1540,11,6,0.5089,0.4911,0.1843,0.0745,0.3162,0.1541,0.003,0.0015,0.83674276,0.999771436
The Cooper Union for the Advancement of Science and Art,892,911434083,46820,30990,0.8689,0.2247,14,6,1472,11,9,0.4944,0.5056,0.3083,0.0504,0.2848,0.1244,0,0,0.80582455,0.999909512
Cornell University,15676,9346229362,63200,70710,0.9595,0.0747,14,16,1527,13,9,0.4552,0.5448,0.2341,0.0734,0.3283,0.1474,0.0026,0.0013,0.81029353,0.994201133
Culinary Institute of America,3005,151051280,36620,30591,0.7204,0.9486,11,14,1110,21,20,0.5068,0.4932,0.0839,0.0709,0.4609,0.1943,0.0043,0.0033,0.7377233,0.999866575
D'Youville  University,1372,53105072,31170,72949,0.6538,0.8404,7,10,1132,11,7,0.2529,0.7471,0.0794,0.1545,0.5605,0.0561,0.0044,0.0015,0.65249632,0.815842244
Dominican University New York,1079,9021538,32120,49871,0.5548,0.8897,13,10,1080,21,13,0.3661,0.6339,0.0575,0.1446,0.2641,0.4013,0,0.0009,0.74499328,0.947630432
Elmira College,603,26492105,37004,51044,0.6837,0.9595,10,8,1220,13,7,0.3333,0.6667,0.0216,0.0431,0.728,0.0614,0.0083,0,0.46385298,0.918262497
Fordham University,9843,972446000,58467,51779,0.8063,0.5413,14,17,1411,11,14,0.3979,0.6021,0.1333,0.0539,0.5032,0.184,0.0004,0.0009,0.69225869,0.969708911
Hamilton College,2071,1275562000,62670,47320,0.9146,0.1178,14,11,1500,22,9,0.4481,0.5519,0.0903,0.0314,0.6451,0.0951,0.0005,0,0.56566168,0.992213867
Hartwick College,1085,65102362,51309,36264,0.6351,0.5972,12,11,1112,33,10,0.4147,0.5853,0.0221,0.1447,0.5825,0.0986,0.0028,0,0.62953745,0.9789026
Hobart William Smith Colleges,1539,237195395,61725,40668,0.7713,0.6838,14,11,1339,32,8,0.4906,0.5094,0.0234,0.0689,0.6634,0.0929,0.0013,0.0006,0.54597321,0.999745032
Hofstra University,6051,749761574,53330,44815,0.6375,0.6933,12,14,1285,21,13,0.4307,0.5693,0.1395,0.0901,0.5057,0.1621,0.0023,0.0003,0.69040746,0.986098233
Houghton University,745,69865076,16446,27345,0.7205,0.77,12,8,1200,43,10,0.3678,0.6322,0.0201,0.0711,0.7356,0.0134,0.004,0.0013,0.45323617,0.948967884
Iona University,2633,192517000,44328,40168,0.639,0.964,12,13,1122,21,15,0.4766,0.5234,0.0228,0.0976,0.4979,0.2829,0.0015,0.0027,0.66200804,0.998419499
Ithaca College,4601,356782996,48276,31574,0.7617,0.752,12,14,1308,23,10,0.4497,0.5503,0.0367,0.0528,0.7214,0.1011,0.0009,0.0009,0.46522448,0.99268734
Jewish Theological Seminary of America,149,146103728,68365,60802,0.8947,0.5076,14,8,1512,11,7,0.4094,0.5906,0.0067,0,0.8389,0.0537,0,0,0.29331821,0.97618434
Keuka College,983,16694095,36191,41855,0.6428,0.9279,10,11,1042,32,12,0.2513,0.7487,0.0081,0.0529,0.8016,0.059,0.0051,0.001,0.35106541,0.813332081
LIM College,1075,,30610,37638,0.5671,0.8382,11,9,1067,11,15,0.1042,0.8958,0.0726,0.2242,0.3879,0.2112,0.0056,0.0037,0.7493467,0.482169617
Le Moyne College,2459,244805166,37450,47409,0.7446,0.7828,12,11,1226,21,12,0.39,0.61,0.0447,0.0744,0.7255,0.0882,0.002,0.0004,0.4583329,0.964799549
Long Island University,5751,366591797,38868,64162,0.5266,0.9265,13,13,1219,21,13,0.3337,0.6663,0.1248,0.1595,0.3817,0.1582,0.0024,0.003,0.78824782,0.918662064
Manhattan College,3066,138691965,48658,61353,0.7141,0.823,12,14,1245,11,11,0.5815,0.4185,0.0457,0.0643,0.4615,0.2864,0.0016,0.0003,0.69876716,0.980748735
Marist College,5069,378024822,44560,49831,0.8059,0.6285,12,14,1288,21,16,0.4143,0.5857,0.0345,0.0373,0.7333,0.1341,0.0004,0.0006,0.44170624,0.978703281
Marymount Manhattan College,1568,25621196,38718,23546,0.5371,0.7209,10,10,1205,11,8,0.1786,0.8214,0.0287,0.1027,0.5172,0.227,0.0006,0.0019,0.66960021,0.67700477
Medaille University,1185,2095463,34000,36463,0.415,0.688,13,10,1050,11,15,0.2962,0.7038,0.0186,0.238,0.6346,0.0498,0.0245,0.0017,0.5372097,0.876596086
Mercy College,5510,295698647,21358,44344,0.5408,0.8586,11,12,1124,21,15,0.2998,0.7002,0.0483,0.2494,0.1648,0.465,0.0022,0.002,0.69207387,0.881046283
Molloy College,3207,44564248,36030,90478,0.7336,0.7663,13,12,1202,21,10,0.2859,0.7141,0.0904,0.1004,0.508,0.2466,0.0028,0.0025,0.66285803,0.863365948
Mount Saint Mary College,1466,9278607,37940,71264,0.6149,0.8829,13,10,1130,13,12,0.2967,0.7033,0.0273,0.088,0.5246,0.2599,0.0007,0,0.64875705,0.877219518
College of Mount Saint Vincent,2233,41453806,40980,62536,0.6223,0.8889,11,10,1098,11,14,0.2275,0.7725,0.0528,0.1388,0.3954,0.3309,0.0009,0.0009,0.71210913,0.77362772
Nazareth College,1978,77919182,39310,40201,0.7113,0.8394,12,11,1240,21,8,0.2765,0.7235,0.0222,0.0516,0.7917,0.0693,0.0035,0,0.36524097,0.850637871
New York University,29136,5235504164,58168,59956,0.862,0.1246,14,16,1527,11,8,0.4093,0.5907,0.2017,0.0783,0.2183,0.1657,0.0016,0.0011,0.87807107,0.976131444
Niagara University,2668,111005328,37180,45413,0.7549,0.8955,12,14,1143,21,11,0.3516,0.6484,0.0169,0.0622,0.6289,0.0446,0.0034,0.0007,0.59832913,0.93548888
New York Institute of Technology,3279,78240785,42000,52731,0.5414,0.7572,12,12,1263,21,13,0.5935,0.4065,0.2769,0.1177,0.2147,0.2229,0.003,0.003,0.8136746,0.974626088
Pace University,7766,210436818,50026,55677,0.606,0.8293,12,16,1220,11,14,0.3331,0.6669,0.0774,0.0994,0.4768,0.2144,0.0012,0.0018,0.7108186,0.918062324
Pratt Institute-Main,3887,232451168,57599,29447,0.7213,0.5045,12,14,1317,11,9,0.2822,0.7178,0.161,0.0422,0.3267,0.1065,0.001,0.0005,0.85422177,0.858431174
Rensselaer Polytechnic Institute,5886,860841000,60074,75120,0.8684,0.6451,14,14,1457,13,12,0.6949,0.3051,0.1945,0.0486,0.4266,0.107,0.0007,0.0002,0.7663707,0.887436043
Roberts Wesleyan University,1033,32847246,36124,58024,0.6416,0.995,13,11,1294,21,13,0.3214,0.6786,0.0184,0.1384,0.666,0.09,0.0058,0.001,0.52881624,0.905897413
Rochester Institute of Technology,13152,1256781000,54518,64393,0.7163,0.6717,14,17,1370,21,13,0.6585,0.3415,0.1169,0.0518,0.6199,0.0915,0.0014,0.0004,0.59100077,0.926246874
University of Rochester,6569,2739187000,61678,64722,0.8737,0.3891,14,15,1473,12,9,0.4731,0.5269,0.1621,0.046,0.4019,0.0787,0.0009,0.0009,0.80388867,0.997911094
St Bonaventure University,1791,83404123,38770,41627,0.7247,0.8111,12,11,1165,33,11,0.5533,0.4467,0.0313,0.0497,0.7683,0.0664,0.0034,0.0028,0.40183697,0.991787329
St Lawrence University,2130,352923378,62020,36119,0.8251,0.635,14,11,1333,33,11,0.4596,0.5404,0.0202,0.0263,0.7582,0.061,0.0033,0.0005,0.42030089,0.995285444
The College of Saint Rose,1420,40115923,36398,36670,0.6093,0.7801,11,14,1155,13,14,0.3366,0.6634,0.0394,0.1444,0.5246,0.0465,0.0028,0.0007,0.70022054,0.921527918
St. Thomas Aquinas College,1016,52452909,36300,30940,0.6243,0.8861,11,11,1110,21,15,0.5266,0.4734,0.0246,0.1742,0.5039,0.1693,0.0049,0.002,0.68644349,0.997957449
Sarah Lawrence College,1417,140514473,61234,26788,0.7674,0.4988,14,11,1358,21,11,0.2047,0.7953,0.0494,0.0438,0.597,0.1066,0.0007,0.0007,0.62786766,0.731229082
Siena College,3480,175379020,41980,43632,0.7939,0.8035,10,14,1167,21,13,0.4466,0.5534,0.0428,0.0379,0.7612,0.0856,0.002,0.0006,0.40997459,0.991756424
Skidmore College,2744,454900000,62398,36073,0.8778,0.2554,14,11,1396,23,8,0.4144,0.5856,0.0554,0.0441,0.6334,0.0995,0.0011,0.0007,0.58388852,0.9787532
St. Joseph's University-New York,3531,57336000,32370,43554,0.6709,0.7671,13,12,1177,11,12,0.3175,0.6825,0.0365,0.0864,0.561,0.2104,0.002,0.0008,0.63220899,0.901642053
St. John Fisher University,2616,132548768,37748,57667,0.7692,0.7305,12,14,1184,21,12,0.4144,0.5856,0.0394,0.0497,0.8081,0.0661,0.0027,0.0004,0.33857528,0.9787532
St. John's University-New York,10081,868932000,47830,44105,0.6565,0.8467,12,16,1218,11,16,0.4501,0.5499,0.1624,0.1405,0.3923,0.2171,0.0011,0.0012,0.75285164,0.992803376
SUNY College of Technology at Alfred,3334,7414962,8862,42793,0.5983,0.8174,12,14,1088,33,16,0.6404,0.3596,0.0135,0.123,0.7019,0.1095,0.0048,0.0012,0.48001041,0.942350658
SUNY College of Agriculture and Technology at Cobleskill,1774,10586312,8676,36998,0.49,0.8403,11,11,1041,32,14,0.4278,0.5722,0.0192,0.1009,0.6973,0.1234,0.0023,0.0006,0.48799005,0.984906211
Farmingdale State College,8915,4867115,8576,42972,0.5947,0.7317,11,12,1081,21,18,0.5957,0.4043,0.1181,0.1031,0.4423,0.2748,0.0026,0.0021,0.70426728,0.973410425
SUNY at Albany,12175,100856595,10408,38469,0.6651,0.679,13,17,1193,13,17,0.4568,0.5432,0.093,0.2182,0.4104,0.186,0.0029,0.0007,0.7407067,0.99460845
Binghamton University,14398,134838046,10363,44735,0.8129,0.4175,15,16,1426,22,19,0.4744,0.5256,0.1723,0.0465,0.5525,0.1314,0.0005,0.0001,0.64562799,0.998108204
University at Buffalo,20569,907867833,10782,44259,0.7281,0.6771,13,16,1288,21,12,0.5369,0.4631,0.175,0.0872,0.4571,0.0866,0.002,0.0006,0.74532683,0.99606765
Stony Brook University,17406,370323490,10560,51412,0.7653,0.4914,15,17,1410,21,19,0.4924,0.5076,0.3399,0.0603,0.2748,0.1487,0.0007,0.0006,0.78320432,0.999833333
SUNY Brockport,5107,21853048,8620,41653,0.6765,0.6794,13,13,1156,31,18,0.4038,0.5962,0.0257,0.1187,0.6953,0.0885,0.0029,0,0.49396707,0.973130096
SUNY Buffalo State University,5370,78027775,8486,35096,0.5061,0.8598,11,13,1065,11,13,0.4354,0.5646,0.0642,0.3019,0.4622,0.1225,0.0045,0.0006,0.67607905,0.98792508
SUNY at Fredonia,3193,50916889,8767,31734,0.64,0.8458,13,14,1166,32,12,0.4184,0.5816,0.0147,0.0727,0.7354,0.1065,0.005,0,0.44231821,0.98070125
SUNY College at Geneseo,4078,33700961,8966,36648,0.7644,0.7493,14,14,1272,32,16,0.3534,0.6466,0.0341,0.037,0.81,0.0672,0.0032,0.0015,0.33683986,0.937067944
State University of New York at New Paltz,5990,30059599,8524,31471,0.7607,0.5827,13,13,1254,21,16,0.3551,0.6449,0.0436,0.0699,0.5891,0.2317,0.0002,0.0008,0.59248865,0.938540499
SUNY Oneonta,4849,66608098,8775,33955,0.7573,0.7253,11,13,1184,33,15,0.391,0.609,0.0196,0.0503,0.6968,0.1718,0.0047,0.0004,0.48201802,0.965441852
State University of New York at Oswego,5957,52267406,8769,37649,0.6691,0.8256,13,14,1174,32,16,0.4757,0.5243,0.0255,0.1131,0.6473,0.1365,0.0012,0.0005,0.54892691,0.998295535
SUNY at Purchase College,3050,77354169,8953,21082,0.6609,0.7468,13,14,1281,21,11,0.4157,0.5843,0.0403,0.1282,0.4902,0.2643,0.0003,0.0007,0.67178956,0.979396737
SUNY College at Old Westbury,3800,291008,8368,40111,0.6092,0.921,11,12,1110,21,16,0.4129,0.5871,0.1213,0.2571,0.2534,0.3103,0.0034,0.0018,0.75867345,0.977998172
SUNY College at Plattsburgh,3925,25521413,8881,37823,0.6983,0.7024,11,13,1160,32,15,0.3893,0.6107,0.0257,0.1154,0.6311,0.1404,0.0046,0.0018,0.56799858,0.964346328
SUNY Maritime College,1291,9151491,8540,78584,0.7554,0.8033,13,11,1211,11,14,0.8668,0.1332,0.0449,0.0542,0.6747,0.1526,0.0008,0,0.51653886,0.566149337
Syracuse University,15071,1759954440,60135,50956,0.8283,0.5175,12,17,1359,12,15,0.4556,0.5444,0.0718,0.0707,0.5463,0.1107,0.0053,0.0008,0.67911936,0.994304358
Touro University,4005,39297000,21170,53129,0.5839,0.7131,9,12,1343,11,9,0.3079,0.6921,0.026,0.1353,0.5753,0.1064,0.001,0.0012,0.63872442,0.890734479
Union College,2077,501800000,63954,51306,0.8511,0.4651,14,11,1396,13,9,0.5556,0.4444,0.065,0.0438,0.6678,0.0871,0.001,0.0005,0.54031206,0.991061746
United States Merchant Marine Academy,931,,1008,59168,0.8125,0.2735,14,11,1217,21,13,0.8024,0.1976,0.0473,0.0172,0.783,0.0634,0.0032,0.0043,0.38032958,0.717102048
Utica University,2526,35470959,24308,63514,0.5705,0.809,11,13,1192,13,11,0.422,0.578,0.04,0.0954,0.6726,0.0887,0.0067,0.002,0.5289915,0.982373383
Vassar College,2430,1196336464,64800,34993,0.899,0.1866,14,11,1487,21,7,0.3848,0.6152,0.1214,0.0391,0.5407,0.121,0.0004,0,0.67673558,0.961361683
Villa Maria College,455,1899768,27130,23470,0.4292,0.782,13,6,895,13,8,0.4923,0.5077,0.0352,0.3209,0.4505,0.0989,0.0022,0,0.68304785,0.999828918
School of Visual Arts,3518,,46800,23488,0.7313,0.8741,13,13,1298,11,8,0.2584,0.7416,0.1578,0.0307,0.1566,0.0856,0.0006,0,0.94230539,0.82432234
Wagner College,1638,96515341,51260,68466,0.7407,0.6854,13,11,1202,11,14,0.3724,0.6276,0.0458,0.0653,0.5757,0.1661,0.0012,0.0006,0.63461677,0.952497067
Yeshiva University,2820,518348000,48800,63441,0.8053,0.6322,14,14,1405,11,7,0.545,0.455,0.0011,0.0011,0.6362,0.0213,0.0007,0,0.59479296,0.994149171
Appalachian State University,18467,190712711,7450,37893,0.7394,0.8308,13,16,1187,32,16,0.4365,0.5635,0.0166,0.0318,0.8111,0.0825,0.0015,0.0001,0.33402148,0.988333907
Belmont Abbey College,1413,12195801,18500,38584,0.5005,0.9717,10,11,1068,22,12,0.5393,0.4607,0.0149,0.0991,0.6518,0.058,0.0035,0.0028,0.56172985,0.995538944
Brevard College,731,34470393,30250,27653,0.4561,0.3989,14,8,1077,31,10,0.6238,0.3762,0.0109,0.1218,0.6525,0.0739,0.0137,0,0.5536408,0.955313932
Cabarrus College of Health Sciences,449,4634799,15560,58074,0.6977,0.449,5,6,1047,12,7,0.0668,0.9332,0.029,0.1871,0.6414,0.0891,0.0022,0,0.54481498,0.353866776
Catawba College,1076,275881040,32868,34621,0.5542,0.6708,10,11,1124,22,11,0.4796,0.5204,0.0065,0.198,0.5428,0.0985,0.0019,0.0009,0.65641524,0.998798883
Chowan University,800,29841113,25880,29792,0.327,0.8668,11,11,1052,32,16,0.5975,0.4025,0.0025,0.5263,0.1963,0.0363,0.0113,0.0013,0.6830213,0.972394229
Davidson College,1922,1316042085,57340,41411,0.925,0.1695,14,11,1435,21,9,0.4672,0.5328,0.0531,0.064,0.6207,0.0973,0.0016,0,0.59834605,0.996893552
Duke University,6570,12116260000,62688,74497,0.9575,0.0635,14,17,1554,11,6,0.4763,0.5237,0.2122,0.0857,0.3699,0.1102,0.0026,0.0006,0.7986495,0.998378698
